5;8;546;15;77;46;3667,58;11;30;4;97;18;396;;;;
5;9;546;12;56;33;0,00;0;0;2;56;12;385;;;;
6;1;1057;39;91;80;106,86;8;4;31;119;38;685;;;;
6;2;1051;24;44;38;496,91;18;9;28;99;29;673;;;;
6;3;1045;16;85;67;97,51;33;17;28;122;51;865;;;;
6;4;1034;18;75;58;110,70;7;17;31;100;34;934;;;;
6;5;1029;23;92;68;1105,87;24;34;32;113;36;865;;;;
6;6;1025;29;61;51;0,00;20;24;38;111;26;833;;;;
6;7;1014;11;57;49;174,22;11;29;21;104;33;966;;;;
6;8;1012;25;47;41;1253,71;27;18;10;130;23;905;;;;
6;9;1012;11;31;26;0,00;0;0;9;0;40;926;;;;
7;1;397;17;74;58;2042,46;14;9;5;62;13;666;;;;
7;2;392;21;46;29;557,91;8;20;6;79;14;736;;;;
7;3;387;12;80;38;1635,07;23;26;9;70;11;609;;;;
7;4;383;19;85;65;581,48;18;27;11;84;6;656;;;;
7;5;382;18;90;64;118,09;14;29;7;94;18;701;;;;
7;6;379;25;45;35;265,97;14;25;6;86;19;751;;;;
7;7;373;21;81;59;1352,45;12;17;9;43;9;711;;;;
7;8;374;11;56;39;8849,00;25;24;6;97;11;887;;;;
7;9;374;19;64;33;0,00;0;0;6;71;18;744;;;;
8;1;610;59;109;64;570,29;12;22;16;146;20;655;;;;
8;2;607;17;90;42;80,38;43;41;18;162;19;614;;;;
8;3;602;14;108;68;2730,62;14;42;22;166;30;729;;;;
8;4;601;15;92;57;165,75;49;40;17;179;32;696;;;;
8;5;599;16;152;97;57,56;32;45;16;186;15;744;;;;
8;6;595;22;100;62;401,98;16;31;14;178;23;788;;;;
8;7;590;16;96;59;233,31;26;26;15;189;9;836;;;;
8;8;589;17;79;47;794,59;21;32;17;234;18;881;;;;
8;9;589;19;71;55;0,00;0;0;14;97;24;798;;;;
9;1;264;13;32;25;12,62;0;6;3;54;10;279;;;;
9;2;263;10;35;27;120,17;2;2;8;42;5;229;;;;
9;3;260;14;39;28;26,76;9;12;8;65;14;289;;;;
9;4;256;15;39;27;19,62;3;4;7;55;13;317;;;;
9;5;256;15;30;25;19,62;11;4;6;61;8;254;;;;
9;6;255;15;53;43;16,92;0;2;7;49;7;275;;;;
9;7;254;12;50;36;357,09;12;4;8;41;16;306;;;;
9;8;251;11;38;30;79321,63;12;7;7;54;7;370;;;;
9;9;251;9;36;30;0,00;0;0;5;15;16;332;;;;
10;1;420;32;46;37;103,49;0;10;10;53;16;253;;;;
10;2;415;15;36;32;52,84;2;8;10;88;13;289;;;;
10;3;413;19;25;23;8,99;5;12;10;77;16;349;;;;
10;4;414;15;33;23;17,25;1;20;13;78;21;291;;;;
10;5;410;23;37;33;321,05;3;7;13;80;21;333;;;;
10;6;408;17;34;25;32,22;7;18;7;90;17;320;;;;
10;7;400;26;32;20;23,12;9;13;10;93;19;329;;;;
10;8;399;20;42;30;20,79;7;13;9;72;20;340;;;;
10;9;399;9;33;27;0,00;0;0;8;57;21;241;;;;
11;1;672;34;112;76;115,75;12;33;18;134;22;277;;;;
11;2;669;22;70;44;18,50;30;30;16;144;15;236;;;;
11;3;660;25;100;49;227,75;43;65;15;143;30;269;;;;
11;4;650;18;58;32;156,25;27;43;14;157;25;349;;;;
11;5;648;29;69;53;1891,00;10;21;19;164;19;347;;;;
11;6;644;28;74;58;19606,00;21;29;21;154;26;373;;;;
11;7;643;25;91;54;43,25;21;39;8;127;28;306;;;;
11;8;638;13;26;6;34,00;26;40;18;108;31;278;;;;
11;9;638;23;55;14;0,00;0;0;10;44;21;370;;;;
12;1;436;28;43;41;2,75;4;3;13;56;14;244;;;;
12;2;433;10;56;49;70,25;22;6;12;86;18;218;;;;
12;3;434;10;68;55;586,25;30;9;12;126;23;312;;;;
12;4;434;13;59;49;14,25;19;7;20;125;16;286;;;;
12;5;432;15;58;49;7,80;3;10;13;103;13;277;;;;
12;6;431;11;51;35;45,25;53;16;18;116;16;309;;;;
12;7;434;21;68;58;342,75;26;12;19;70;24;322;;;;
12;8;434;20;48;37;3,75;6;14;20;121;17;307;;;;
12;9;434;18;51;36;0,00;0;0;15;98;13;276;;;;
13;1;467;11;43;32;320,75;4;13;6;67;18;193;;;;
13;2;463;15;44;35;1,00;7;3;19;91;24;190;;;;
13;3;457;20;31;22;0,00;2;5;15;80;25;172;;;;
13;4;452;21;51;43;4,75;4;10;15;71;11;191;;;;
13;5;449;12;57;40;250,75;12;10;9;85;22;190;;;;
13;6;442;22;63;46;47,50;6;8;12;78;25;129;;;;
13;7;430;11;61;39;0,00;9;14;29;104;26;234;;;;
13;8;424;12;26;16;0,00;4;14;13;95;29;266;;;;
13;9;424;22;27;20;0,00;0;0;12;41;32;248;;;;
14;1;819;49;93;66;297,00;17;15;21;166;35;797;;;;
14;2;812;43;91;58;119,00;36;27;25;143;23;737;;;;
14;3;804;32;152;97;577,25;30;60;24;147;29;898;;;;
14;4;795;38;122;85;224,25;12;36;23;161;35;778;;;;
14;5;794;47;138;101;386,25;8;35;27;190;27;816;;;;
14;6;789;39;158;116;323,00;19;38;21;177;30;884;;;;
14;7;774;37;132;102;83,25;35;32;20;208;34;881;;;;
14;8;774;44;114;71;49,55;26;47;20;191;32;927;;;;
14;9;774;34;78;53;0,00;0;0;22;165;28;1012;;;;
15;1;321;9;46;38;32,25;4;6;4;94;7;140;;;;
15;2;319;23;38;29;16,50;5;7;10;93;8;126;;;;
15;3;318;27;54;36;13,25;13;15;12;99;8;134;;;;
15;4;318;16;68;45;4,00;17;20;12;102;14;179;;;;
15;5;318;21;42;34;3,25;12;7;11;98;10;126;;;;
15;6;314;7;40;30;0,00;13;9;9;84;17;174;;;;
15;7;313;14;45;32;121,00;10;15;15;73;12;199;;;;
15;8;312;8;40;26;16,00;12;11;11;89;11;177;;;;
15;9;312;13;40;29;0,00;0;0;7;62;12;198;;;;
16;1;404;13;54;43;14,50;17;8;15;130;11;98;;;;
16;2;399;6;47;30;20,00;12;13;13;151;12;89;;;;
16;3;403;10;51;38;170,75;17;14;15;132;13;131;;;;
16;4;405;20;60;44;66,25;11;14;7;120;6;87;;;;
16;5;405;14;67;44;12,00;21;21;10;112;8;135;;;;
16;6;401;10;58;42;8,75;10;17;7;130;9;162;;;;
16;7;390;20;51;33;8,25;6;13;10;116;9;102;;;;
16;8;384;9;34;20;8,00;20;6;15;99;9;131;;;;
16;9;384;6;25;14;0,00;0;0;10;89;8;136;;;;
17;1;367;10;38;25;119,35;7;8;9;67;19;308;;;;
17;2;364;12;39;33;179,50;4;4;8;66;8;349;;;;
17;3;361;7;34;27;185,00;2;6;10;59;19;316;;;;
17;4;357;13;34;29;35,50;13;9;3;61;16;314;;;;
17;5;356;23;47;29;135,75;10;16;3;72;14;322;;;;
17;6;355;7;41;24;185,00;6;3;10;65;9;317;;;;
17;7;357;14;35;18;91,00;6;9;6;61;13;391;;;;
17;8;349;16;28;17;7,00;5;6;8;66;16;394;;;;
17;9;349;6;28;22;0,00;0;0;3;31;18;348;;;;
18;1;523;17;54;43;3,00;5;9;7;108;15;121;;;;
18;2;519;8;75;51;27,65;14;24;7;124;15;127;;;;
18;3;515;15;74;52;100,50;12;22;14;130;19;141;;;;
18;4;511;26;83;52;37,00;19;30;14;130;16;194;;;;
18;5;509;17;84;46;11,75;20;32;16;129;15;171;;;;
18;6;507;16;63;44;0,00;19;21;8;130;15;190;;;;
18;7;499;14;74;50;2960,00;18;26;11;108;11;198;;;;
18;8;495;14;29;20;490,00;8;15;7;106;13;193;;;;
18;9;495;10;20;15;0,00;0;0;4;64;26;240;;;;
19;1;374;38;43;31;4,10;6;14;7;74;11;23;;;;
19;2;373;28;26;11;3,00;16;14;9;86;8;36;;;;
19;3;372;21;48;36;13,25;14;19;2;66;11;47;;;;
19;4;372;25;44;28;1,00;12;18;7;68;11;52;;;;
19;5;371;17;46;29;21,50;10;15;6;101;13;54;;;;
19;6;369;21;44;36;23,50;23;10;26;64;3;70;;;;
19;7;370;25;35;21;2,00;6;13;11;87;5;66;;;;
19;8;368;23;43;24;383,50;6;15;8;90;9;74;;;;
19;9;368;20;24;16;0,00;0;0;12;35;16;53;;;;
20;1;301;19;44;35;0,00;3;6;5;75;4;11;;;;
20;2;300;14;24;14;0,00;7;15;4;59;6;19;;;;
20;3;301;22;35;32;72,75;4;3;4;81;3;18;;;;
20;4;299;15;31;17;72,00;17;14;8;74;2;20;;;;
20;5;296;24;42;30;32,50;6;9;4;89;1;14;;;;
20;6;294;16;21;17;186,00;5;6;1;78;0;18;;;;
20;7;292;24;58;37;4,00;27;23;6;71;1;11;;;;
20;8;295;7;15;11;0,00;7;5;2;61;4;11;;;;
20;9;295;7;36;25;0,00;0;0;1;41;3;23;;;;
21;1;349;7;17;12;2,25;2;0;1;36;3;22;;;;
21;2;346;6;18;10;0,75;2;7;4;96;8;21;;;;
21;3;345;3;22;11;11,50;4;10;9;93;7;31;;;;
21;4;343;1;15;15;0,25;0;0;4;77;7;39;;;;
21;5;341;5;21;14;30,00;4;4;5;83;7;28;;;;
21;6;337;1;23;19;29,50;5;6;2;89;6;28;;;;
21;7;335;8;27;20;1,75;8;7;11;65;3;28;;;;
21;8;335;4;23;15;89,00;4;10;4;87;8;21;;;;
21;9;335;5;14;13;0,00;0;0;4;38;3;36;;;;
22;1;277;15;14;7;9,00;9;4;2;36;4;15;;;;
22;2;270;23;23;18;99,00;4;6;2;60;1;22;;;;
22;3;269;5;23;19;21,00;0;4;3;60;4;16;;;;
22;4;266;6;18;16;17,00;4;1;6;44;3;20;;;;
22;5;266;7;26;25;57,00;1;2;0;50;3;18;;;;
22;6;272;14;27;25;1,00;2;4;1;55;7;24;;;;
22;7;263;6;33;28;50,25;1;6;5;64;7;21;;;;
22;8;261;6;5;5;0,00;0;1;3;48;5;24;;;;
22;9;261;7;8;8;0,00;0;0;1;56;2;16;;;;
23;1;361;9;35;30;3,60;0;4;3;60;5;17;;;;
23;2;358;11;24;18;32,70;2;7;6;52;4;17;;;;
23;3;355;7;33;23;0,50;5;11;5;52;4;24;;;;
23;4;356;6;33;26;21,65;6;8;3;90;4;22;;;;
23;5;356;7;40;29;1203,05;6;11;2;78;1;32;;;;
23;6;349;2;34;22;4276,50;6;10;2;80;3;14;;;;
23;7;356;10;28;19;26,70;5;9;3;64;1;24;;;;
23;8;352;9;25;12;4,00;3;13;3;49;5;21;;;;
23;9;352;11;14;10;0,00;0;0;2;29;2;30;;;;
24;1;341;16;30;24;1122,00;1;3;4;71;9;38;;;;
24;2;339;16;35;24;744,00;16;15;12;100;5;41;;;;
24;3;338;7;36;26;9,00;9;13;11;77;9;44;;;;
24;4;336;7;38;21;0,00;14;17;10;88;18;58;;;;
24;5;331;15;47;30;0,00;15;22;14;73;11;72;;;;
24;6;331;10;41;22;0,00;26;25;6;80;9;63;;;;
24;7;330;9;69;52;0,00;12;12;7;76;10;56;;;;
24;8;326;6;30;12;680,00;19;12;8;74;10;85;;;;
24;9;326;2;21;9;0,00;0;0;7;54;6;80;;;;
25;1;285;8;26;23;24,00;0;5;7;48;5;23;;;;
25;2;280;9;28;22;1,63;7;4;2;39;4;25;;;;
25;3;280;4;16;12;123,00;1;8;1;32;3;18;;;;
25;4;281;5;17;11;18,00;6;5;4;43;7;21;;;;
25;5;280;7;30;23;24,00;3;8;2;53;2;23;;;;
25;6;276;10;17;16;0,00;0;0;1;60;4;17;;;;
25;7;275;11;31;22;176,00;2;7;2;30;1;18;;;;
25;8;276;7;21;15;0,00;12;7;5;30;1;21;;;;
25;9;276;0;23;18;0,00;0;0;1;39;3;24;;;;
26;1;610;14;60;50;526,35;9;10;10;71;12;150;;;;
26;2;607;2;63;44;2841,01;7;26;15;88;12;174;;;;
26;3;604;14;86;56;121,47;23;34;14;95;9;154;;;;
26;4;603;18;57;47;32,11;8;15;11;87;8;239;;;;
26;5;601;16;85;55;433,30;22;27;15;87;8;192;;;;
26;6;600;12;65;57;290,66;6;18;7;114;7;321;;;;
26;7;594;10;77;47;29883,88;17;28;8;84;9;261;;;;
26;8;591;5;56;37;264,00;10;29;12;57;10;237;;;;
26;9;591;16;66;42;0,00;0;0;6;37;17;254;;;;
